,time,apparent_temperature_max (°C),precipitation_sum (mm)
3036,2020-04-24,21.2,0.0
3037,2020-04-25,22.1,0.2
3038,2020-04-26,17.7,0.5
3039,2020-04-27,12.5,0.1
3040,2020-04-28,13.3,0.0
3041,2020-04-29,15.2,0.0
3042,2020-04-30,15.2,0.0
3043,2020-05-01,20.5,0.0
3044,2020-05-02,24.8,0.0
3045,2020-05-03,28.3,0.0
3046,2020-05-04,27.6,0.5
3047,2020-05-05,20.5,0.0
3048,2020-05-06,24.9,0.0
3049,2020-05-07,23.8,0.0
3050,2020-05-08,27.3,1.5
3051,2020-05-09,19.6,0.0
3052,2020-05-10,16.0,0.8
3053,2020-05-11,15.6,1.4
3054,2020-05-12,14.1,10.4
3055,2020-05-13,15.3,0.9
3056,2020-05-14,12.8,3.3
3057,2020-05-15,16.4,2.9
3058,2020-05-16,16.5,0.0
3059,2020-05-17,21.0,0.0
3060,2020-05-18,26.8,0.0
3061,2020-05-19,29.1,0.0
3062,2020-05-20,30.2,0.0
3063,2020-05-21,30.5,0.0
3064,2020-05-22,31.3,0.0
3065,2020-05-23,32.9,0.0
3066,2020-05-24,31.3,0.0
3067,2020-05-25,30.1,1.2
3068,2020-05-26,26.3,3.3
3069,2020-05-27,28.8,0.0
3070,2020-05-28,28.1,0.0
3071,2020-05-29,31.3,0.0
3072,2020-05-30,31.5,0.0
3073,2020-05-31,30.9,0.9
3074,2020-06-01,28.7,0.0
3075,2020-06-02,29.2,0.0
3076,2020-06-03,26.9,0.7
3077,2020-06-04,19.5,1.5
3078,2020-06-05,27.4,0.0
3079,2020-06-06,24.9,0.2
3080,2020-06-07,22.7,6.4
3081,2020-06-08,21.0,0.7
3082,2020-06-09,20.7,0.0
3083,2020-06-10,24.9,0.0
3084,2020-06-11,20.8,0.1
3085,2020-06-12,13.7,0.0
3086,2020-06-13,20.0,0.0
3087,2020-06-14,24.7,0.0
3088,2020-06-15,26.5,0.0
3089,2020-06-16,23.2,0.0
3090,2020-06-17,23.2,0.0
3091,2020-06-18,27.6,0.0
3092,2020-06-19,29.0,0.0
3093,2020-06-20,31.0,0.0
3094,2020-06-21,34.1,0.0
3095,2020-06-22,35.6,0.0
3096,2020-06-23,36.8,0.0
3097,2020-06-24,32.7,0.7
3098,2020-06-25,35.4,0.0
3099,2020-06-26,29.0,0.0
3100,2020-06-27,32.3,0.0
3101,2020-06-28,35.1,0.0
3102,2020-06-29,35.5,0.0
3103,2020-06-30,35.9,0.0
3104,2020-07-01,33.7,0.0
3105,2020-07-02,31.2,0.0
3106,2020-07-03,32.5,0.0
3107,2020-07-04,35.1,0.0
3108,2020-07-05,37.1,0.0
3109,2020-07-06,39.1,0.0
3110,2020-07-07,37.9,0.0
3111,2020-07-08,33.7,2.3
3112,2020-07-09,35.0,0.2
3113,2020-07-10,32.1,0.0
3114,2020-07-11,35.7,0.0
3115,2020-07-12,33.0,2.1
3116,2020-07-13,33.8,0.0
3117,2020-07-14,32.7,0.0
3118,2020-07-15,32.8,0.0
3119,2020-07-16,35.9,0.0
3120,2020-07-17,35.2,0.0
3121,2020-07-18,36.3,0.0
3122,2020-07-19,36.6,0.0
3123,2020-07-20,35.1,0.0
3124,2020-07-21,35.0,2.3
3125,2020-07-22,33.5,0.0
3126,2020-07-23,37.2,0.2
3127,2020-07-24,36.4,0.0
3128,2020-07-25,35.8,0.0
3129,2020-07-26,37.4,0.0
3130,2020-07-27,38.2,0.0
3131,2020-07-28,35.0,0.0
3132,2020-07-29,38.0,0.0
3133,2020-07-30,38.2,1.9
3134,2020-07-31,36.9,0.0
3135,2020-08-01,36.2,0.0
3136,2020-08-02,36.2,0.0
3137,2020-08-03,32.6,0.0
3138,2020-08-04,34.3,0.0
3139,2020-08-05,36.5,0.0
3140,2020-08-06,37.6,0.0
3141,2020-08-07,38.2,0.2
3142,2020-08-08,34.3,0.0
3143,2020-08-09,36.6,0.0
3144,2020-08-10,30.5,1.7
3145,2020-08-11,22.8,11.1
3146,2020-08-12,26.6,3.1
3147,2020-08-13,29.4,0.0
3148,2020-08-14,31.3,0.0
3149,2020-08-15,26.2,0.0
3150,2020-08-16,27.3,0.0
3151,2020-08-17,27.6,0.0
3152,2020-08-18,29.7,0.0
3153,2020-08-19,29.5,0.0
3154,2020-08-20,29.7,0.0
3155,2020-08-21,30.8,0.0
3156,2020-08-22,32.5,0.0
3157,2020-08-23,33.6,0.0
3158,2020-08-24,34.7,0.0
3159,2020-08-25,35.6,0.0
3160,2020-08-26,35.4,0.0
3161,2020-08-27,36.5,0.0
3162,2020-08-28,31.6,0.0
3163,2020-08-29,21.3,0.0
3164,2020-08-30,20.2,0.0
3165,2020-08-31,23.2,0.0
3166,2020-09-01,26.2,0.0
3167,2020-09-02,29.3,0.0
3168,2020-09-03,31.2,0.0
3169,2020-09-04,32.0,0.0
3170,2020-09-05,33.2,0.0
3171,2020-09-06,32.2,0.0
3172,2020-09-07,25.1,0.0
3173,2020-09-08,24.7,0.0
3174,2020-09-09,28.1,0.0
3175,2020-09-10,30.5,0.0
3176,2020-09-11,31.6,0.0
3177,2020-09-12,32.3,0.0
3178,2020-09-13,30.6,0.0
3179,2020-09-14,28.4,0.1
3180,2020-09-15,27.8,5.3
3181,2020-09-16,29.7,0.0
3182,2020-09-17,25.0,4.1
3183,2020-09-18,19.3,16.2
3184,2020-09-19,18.0,5.8
3185,2020-09-20,20.7,1.2
3186,2020-09-21,23.0,0.0
3187,2020-09-22,23.1,0.0
3188,2020-09-23,21.4,2.0
3189,2020-09-24,20.7,0.2
3190,2020-09-25,14.4,0.0
3191,2020-09-26,17.9,0.0
3192,2020-09-27,19.2,0.0
3193,2020-09-28,22.1,0.0
3194,2020-09-29,23.9,0.0
3195,2020-09-30,24.0,0.0
3196,2020-10-01,20.7,0.0
3197,2020-10-02,13.3,9.8
3198,2020-10-03,13.3,0.0
3199,2020-10-04,13.4,0.3
3200,2020-10-05,17.0,0.0
3201,2020-10-06,24.1,0.0
3202,2020-10-07,25.7,0.0
3203,2020-10-08,24.0,0.0
3204,2020-10-09,25.4,0.0
3205,2020-10-10,23.1,0.0
3206,2020-10-11,15.9,0.0
3207,2020-10-12,16.3,0.0
3208,2020-10-13,19.5,0.0
3209,2020-10-14,12.9,0.0
3210,2020-10-15,13.1,0.0
3211,2020-10-16,13.7,0.0
3212,2020-10-17,16.3,0.0
3213,2020-10-18,18.0,0.0
3214,2020-10-19,19.9,0.0
3215,2020-10-20,15.6,29.8
3216,2020-10-21,14.8,11.6
3217,2020-10-22,14.2,17.4
3218,2020-10-23,12.4,0.2
3219,2020-10-24,12.2,0.0
3220,2020-10-25,10.5,7.4
3221,2020-10-26,9.5,0.0
3222,2020-10-27,12.5,0.9
3223,2020-10-28,14.0,0.0
3224,2020-10-29,15.7,0.2
3225,2020-10-30,18.7,0.0
3226,2020-10-31,20.8,0.0
3227,2020-11-01,20.1,0.0
3228,2020-11-02,20.0,0.0
3229,2020-11-03,15.1,9.9
3230,2020-11-04,7.9,7.8
3231,2020-11-05,12.0,18.2
3232,2020-11-06,17.1,5.3
3233,2020-11-07,13.5,17.2
3234,2020-11-08,13.5,0.1
3235,2020-11-09,14.5,1.3
3236,2020-11-10,15.0,0.0
3237,2020-11-11,13.6,0.0
3238,2020-11-12,13.7,0.0
3239,2020-11-13,14.1,0.0
3240,2020-11-14,11.5,2.0
3241,2020-11-15,15.4,0.3
3242,2020-11-16,17.9,0.0
3243,2020-11-17,15.5,0.0
3244,2020-11-18,16.4,0.0
3245,2020-11-19,19.9,0.0
3246,2020-11-20,13.4,0.0
3247,2020-11-21,12.2,0.0
3248,2020-11-22,12.8,0.0
3249,2020-11-23,13.3,0.0
3250,2020-11-24,10.3,0.0
3251,2020-11-25,9.7,2.6
3252,2020-11-26,9.6,12.7
3253,2020-11-27,7.9,4.4
3254,2020-11-28,8.7,0.0
3255,2020-11-29,10.4,0.0
3256,2020-11-30,12.0,0.0
3257,2020-12-01,12.7,0.0
3258,2020-12-02,5.2,0.0
3259,2020-12-03,4.3,0.0
3260,2020-12-04,2.4,3.8
3261,2020-12-05,2.5,0.0
3262,2020-12-06,3.7,0.0
3263,2020-12-07,7.3,3.6
3264,2020-12-08,4.8,3.1
3265,2020-12-09,6.1,0.0
3266,2020-12-10,11.9,2.5
3267,2020-12-11,12.8,5.8
3268,2020-12-12,11.0,0.0
3269,2020-12-13,10.0,0.0
3270,2020-12-14,10.0,2.6
3271,2020-12-15,7.8,0.1
3272,2020-12-16,8.1,0.1
3273,2020-12-17,12.0,0.0
3274,2020-12-18,7.6,0.0
3275,2020-12-19,7.1,3.4
3276,2020-12-20,9.7,0.0
3277,2020-12-21,8.5,0.5
3278,2020-12-22,10.7,0.0
3279,2020-12-23,7.6,0.0
3280,2020-12-24,8.2,0.4
3281,2020-12-25,3.3,0.0
3282,2020-12-26,4.4,0.0
3283,2020-12-27,1.9,0.0
3284,2020-12-28,3.7,1.6
3285,2020-12-29,2.7,0.1
3286,2020-12-30,4.7,0.0
3287,2020-12-31,3.0,3.5
3288,2021-01-01,2.2,0.8
3289,2021-01-02,-0.5,0.0
3290,2021-01-03,3.5,0.0
3291,2021-01-04,1.9,0.0
3292,2021-01-05,2.2,0.0
3293,2021-01-06,2.6,0.0
3294,2021-01-07,-2.2,1.8
3295,2021-01-08,-3.2,11.4
3296,2021-01-09,-2.2,26.3
3297,2021-01-10,-0.3,0.0
3298,2021-01-11,-0.0,0.0
3299,2021-01-12,3.0,0.0
3300,2021-01-13,4.8,0.0
3301,2021-01-14,5.8,0.0
3302,2021-01-15,4.9,0.0
3303,2021-01-16,6.5,0.0
3304,2021-01-17,6.0,0.0
3305,2021-01-18,4.9,0.0
3306,2021-01-19,3.0,0.0
3307,2021-01-20,3.9,5.8
3308,2021-01-21,6.4,0.1
3309,2021-01-22,6.2,1.0
3310,2021-01-23,5.6,1.9
3311,2021-01-24,8.0,0.1
3312,2021-01-25,11.2,1.5
3313,2021-01-26,13.2,0.0
3314,2021-01-27,17.7,0.0
3315,2021-01-28,12.5,0.0
3316,2021-01-29,12.1,0.0
3317,2021-01-30,7.5,1.5
3318,2021-01-31,11.0,0.0
3319,2021-02-01,12.8,0.0
3320,2021-02-02,9.5,0.0
3321,2021-02-03,9.6,0.8
3322,2021-02-04,10.8,0.7
3323,2021-02-05,14.1,1.8
3324,2021-02-06,9.1,7.0
3325,2021-02-07,7.6,0.3
3326,2021-02-08,6.0,2.5
3327,2021-02-09,4.8,14.3
3328,2021-02-10,10.6,4.9
3329,2021-02-11,11.0,0.0
3330,2021-02-12,10.6,1.2
3331,2021-02-13,14.1,0.0
3332,2021-02-14,13.1,0.0
3333,2021-02-15,12.6,0.0
3334,2021-02-16,11.7,0.0
3335,2021-02-17,13.8,0.0
3336,2021-02-18,11.4,0.0
3337,2021-02-19,13.4,0.0
3338,2021-02-20,12.9,0.0
3339,2021-02-21,8.3,7.1
3340,2021-02-22,9.1,2.9
3341,2021-02-23,10.8,0.0
3342,2021-02-24,12.6,0.0
3343,2021-02-25,11.3,0.8
3344,2021-02-26,13.9,0.0
3345,2021-02-27,16.3,0.0
3346,2021-02-28,10.8,0.0
3347,2021-03-01,7.6,1.6
3348,2021-03-02,11.5,0.0
3349,2021-03-03,13.5,0.0
3350,2021-03-04,12.0,0.0
3351,2021-03-05,12.4,0.0
3352,2021-03-06,12.3,0.0
3353,2021-03-07,11.5,1.3
3354,2021-03-08,9.0,5.5
3355,2021-03-09,11.0,0.0
3356,2021-03-10,13.4,0.0
3357,2021-03-11,16.6,0.0
3358,2021-03-12,12.1,0.0
3359,2021-03-13,12.9,0.0
3360,2021-03-14,12.3,0.0
3361,2021-03-15,16.0,0.0
3362,2021-03-16,15.1,0.0
3363,2021-03-17,15.3,0.0
3364,2021-03-18,6.5,0.0
3365,2021-03-19,6.5,0.0
3366,2021-03-20,7.5,0.0
3367,2021-03-21,11.3,0.0
3368,2021-03-22,14.4,0.0
3369,2021-03-23,17.9,0.0
3370,2021-03-24,18.4,0.0
3371,2021-03-25,17.6,0.0
3372,2021-03-26,15.4,0.0
3373,2021-03-27,17.1,0.0
3374,2021-03-28,18.9,0.0
3375,2021-03-29,17.3,0.0
3376,2021-03-30,17.9,0.0
3377,2021-03-31,21.0,0.0
3378,2021-04-01,20.2,0.0
3379,2021-04-02,15.1,7.8
3380,2021-04-03,18.7,2.4
3381,2021-04-04,20.3,0.0
3382,2021-04-05,21.1,0.0
3383,2021-04-06,21.7,0.0
3384,2021-04-07,18.3,0.0
3385,2021-04-08,16.2,0.0
3386,2021-04-09,11.9,2.5
3387,2021-04-10,15.1,0.6
3388,2021-04-11,15.9,8.5
3389,2021-04-12,15.9,0.0
3390,2021-04-13,12.1,6.0
3391,2021-04-14,18.1,1.1
3392,2021-04-15,14.8,0.2
3393,2021-04-16,14.7,1.3
3394,2021-04-17,15.0,0.0
3395,2021-04-18,18.3,0.0
3396,2021-04-19,19.3,2.7
3397,2021-04-20,16.7,1.7
3398,2021-04-21,14.7,1.8
3399,2021-04-22,15.6,11.8
3400,2021-04-23,14.1,0.1
3401,2021-04-24,15.3,2.8
3402,2021-04-25,13.0,1.7
3403,2021-04-26,17.7,1.5
3404,2021-04-27,19.0,3.3
3405,2021-04-28,16.5,1.3
3406,2021-04-29,12.3,0.4
3407,2021-04-30,13.0,0.8
3408,2021-05-01,14.6,1.5
3409,2021-05-02,16.6,0.0
3410,2021-05-03,17.9,2.1
3411,2021-05-04,21.9,0.0
3412,2021-05-05,24.1,0.0
3413,2021-05-06,24.8,0.0
3414,2021-05-07,26.3,0.0
3415,2021-05-08,25.5,0.0
3416,2021-05-09,15.5,2.4
3417,2021-05-10,13.0,0.2
3418,2021-05-11,15.4,0.0
3419,2021-05-12,15.3,0.1
3420,2021-05-13,16.2,0.3
3421,2021-05-14,21.5,0.0
3422,2021-05-15,24.6,0.0
3423,2021-05-16,23.5,0.0
3424,2021-05-17,24.6,0.0
3425,2021-05-18,26.0,0.0
3426,2021-05-19,24.6,0.0
3427,2021-05-20,28.1,0.0
3428,2021-05-21,26.9,0.0
3429,2021-05-22,19.1,0.0
3430,2021-05-23,17.8,0.4
3431,2021-05-24,19.0,0.0
3432,2021-05-25,25.7,0.0
3433,2021-05-26,26.9,1.3
3434,2021-05-27,27.6,0.0
3435,2021-05-28,25.9,2.5
3436,2021-05-29,31.7,1.1
3437,2021-05-30,31.6,0.0
3438,2021-05-31,30.4,0.3
3439,2021-06-01,23.5,4.4
3440,2021-06-02,25.5,0.0
3441,2021-06-03,27.9,0.4
3442,2021-06-04,26.8,0.0
3443,2021-06-05,23.3,1.9
3444,2021-06-06,30.2,0.2
3445,2021-06-07,31.0,0.0
3446,2021-06-08,32.4,0.0
3447,2021-06-09,32.7,0.0
3448,2021-06-10,32.6,0.0
3449,2021-06-11,33.6,1.3
3450,2021-06-12,30.3,0.7
3451,2021-06-13,31.4,0.5
3452,2021-06-14,34.1,0.0
3453,2021-06-15,32.3,0.0
3454,2021-06-16,31.3,3.1
3455,2021-06-17,22.2,4.8
3456,2021-06-18,22.7,5.3
3457,2021-06-19,23.0,0.0
3458,2021-06-20,16.3,0.0
3459,2021-06-21,18.4,0.0
3460,2021-06-22,21.6,1.7
3461,2021-06-23,23.9,0.0
3462,2021-06-24,28.7,0.0
3463,2021-06-25,31.1,0.0
3464,2021-06-26,30.3,0.0
3465,2021-06-27,26.5,0.0
3466,2021-06-28,26.9,0.0
3467,2021-06-29,29.3,0.0
3468,2021-06-30,30.4,0.0
3469,2021-07-01,30.9,0.0
3470,2021-07-02,31.4,0.0
3471,2021-07-03,31.0,0.0
3472,2021-07-04,31.4,0.0
3473,2021-07-05,31.9,0.0
3474,2021-07-06,22.3,0.0
3475,2021-07-07,24.7,0.0
3476,2021-07-08,29.4,0.0
3477,2021-07-09,33.4,0.0
3478,2021-07-10,36.3,0.0
3479,2021-07-11,36.4,0.0
3480,2021-07-12,25.6,0.0
3481,2021-07-13,26.4,0.0
3482,2021-07-14,28.6,0.0
3483,2021-07-15,31.5,0.0
3484,2021-07-16,36.3,0.0
3485,2021-07-17,38.0,0.0
3486,2021-07-18,34.3,0.0
3487,2021-07-19,35.8,0.0
3488,2021-07-20,34.0,0.0
3489,2021-07-21,35.9,0.0
3490,2021-07-22,34.7,0.0
3491,2021-07-23,28.5,0.0
3492,2021-07-24,29.9,0.0
3493,2021-07-25,30.8,0.7
3494,2021-07-26,30.7,1.0
3495,2021-07-27,31.2,0.0
3496,2021-07-28,33.5,0.0
3497,2021-07-29,33.5,0.0
3498,2021-07-30,32.7,0.0
3499,2021-07-31,26.8,3.3
3500,2021-08-01,24.9,0.0
3501,2021-08-02,29.3,0.0
3502,2021-08-03,30.7,0.0
3503,2021-08-04,31.5,0.2
3504,2021-08-05,34.2,0.0
3505,2021-08-06,30.1,0.0
3506,2021-08-07,28.3,0.0
3507,2021-08-08,29.1,0.0
3508,2021-08-09,33.1,0.1
3509,2021-08-10,36.1,0.0
3510,2021-08-11,37.6,3.0
3511,2021-08-12,36.2,0.0
3512,2021-08-13,39.4,0.0
3513,2021-08-14,40.5,0.5
3514,2021-08-15,36.4,0.0
3515,2021-08-16,35.9,0.0
3516,2021-08-17,32.9,0.0
3517,2021-08-18,33.3,0.0
3518,2021-08-19,32.5,0.0
3519,2021-08-20,31.9,0.0
3520,2021-08-21,33.1,0.0
3521,2021-08-22,36.2,0.0
3522,2021-08-23,37.6,1.1
3523,2021-08-24,33.3,2.4
3524,2021-08-25,31.3,2.8
3525,2021-08-26,33.3,0.0
3526,2021-08-27,33.5,0.0
3527,2021-08-28,32.6,0.0
3528,2021-08-29,30.7,0.2
3529,2021-08-30,28.9,0.0
3530,2021-08-31,31.1,0.0
3531,2021-09-01,25.6,14.6
3532,2021-09-02,24.7,0.0
3533,2021-09-03,27.6,0.1
3534,2021-09-04,29.4,0.0
3535,2021-09-05,32.6,0.0
3536,2021-09-06,32.6,0.0
3537,2021-09-07,29.0,0.0
3538,2021-09-08,26.1,0.0
3539,2021-09-09,24.7,0.1
3540,2021-09-10,25.8,0.0
3541,2021-09-11,24.5,0.0
3542,2021-09-12,29.6,0.0
3543,2021-09-13,24.7,2.9
3544,2021-09-14,18.9,11.2
3545,2021-09-15,22.0,0.8
3546,2021-09-16,24.9,0.0
3547,2021-09-17,26.1,0.0
3548,2021-09-18,23.4,0.0
3549,2021-09-19,24.5,0.0
3550,2021-09-20,22.8,0.0
3551,2021-09-21,18.9,0.0
3552,2021-09-22,20.0,0.0
3553,2021-09-23,23.6,5.2
3554,2021-09-24,23.6,13.2
3555,2021-09-25,18.2,0.0
3556,2021-09-26,23.3,0.0
3557,2021-09-27,25.8,0.0
3558,2021-09-28,22.9,0.0
3559,2021-09-29,23.9,0.0
3560,2021-09-30,24.9,0.0
3561,2021-10-01,24.3,0.0
3562,2021-10-02,23.2,0.0
3563,2021-10-03,15.8,10.7
3564,2021-10-04,17.6,0.0
3565,2021-10-05,20.9,0.0
3566,2021-10-06,23.0,0.0
3567,2021-10-07,24.1,0.0
3568,2021-10-08,25.0,0.0
3569,2021-10-09,23.1,0.0
3570,2021-10-10,22.0,0.0
3571,2021-10-11,20.9,0.0
3572,2021-10-12,23.5,0.0
3573,2021-10-13,22.0,0.0
3574,2021-10-14,21.9,0.0
3575,2021-10-15,22.8,0.0
3576,2021-10-16,19.4,0.0
3577,2021-10-17,21.0,2.0
3578,2021-10-18,23.5,0.0
3579,2021-10-19,23.3,0.0
3580,2021-10-20,21.3,0.0
3581,2021-10-21,20.4,0.0
3582,2021-10-22,15.9,0.3
3583,2021-10-23,18.0,0.0
3584,2021-10-24,17.9,0.0
3585,2021-10-25,18.5,0.0
3586,2021-10-26,18.4,0.0
3587,2021-10-27,19.0,0.0
3588,2021-10-28,16.7,0.0
3589,2021-10-29,12.4,12.3
3590,2021-10-30,17.9,26.2
3591,2021-10-31,18.5,16.3
3592,2021-11-01,15.2,6.6
3593,2021-11-02,10.9,3.7
3594,2021-11-03,8.8,3.8
3595,2021-11-04,7.9,0.0
3596,2021-11-05,7.1,0.0
3597,2021-11-06,9.4,0.0
3598,2021-11-07,10.6,0.0
3599,2021-11-08,13.8,0.0
3600,2021-11-09,13.9,0.0
3601,2021-11-10,14.1,0.0
3602,2021-11-11,14.2,0.0
3603,2021-11-12,16.8,0.0
3604,2021-11-13,15.8,0.0
3605,2021-11-14,14.5,0.0
3606,2021-11-15,11.1,0.0
3607,2021-11-16,10.8,0.0
3608,2021-11-17,11.1,0.0
3609,2021-11-18,11.2,0.0
3610,2021-11-19,11.3,0.0
3611,2021-11-20,9.4,2.0
3612,2021-11-21,12.8,0.0
3613,2021-11-22,6.9,12.1
3614,2021-11-23,4.3,3.5
3615,2021-11-24,4.3,0.0
3616,2021-11-25,5.9,0.9
3617,2021-11-26,5.6,0.0
3618,2021-11-27,3.2,0.1
3619,2021-11-28,4.3,0.0
3620,2021-11-29,10.5,0.0
3621,2021-11-30,10.7,0.0
3622,2021-12-01,8.0,0.7
3623,2021-12-02,4.2,0.0
3624,2021-12-03,10.2,0.0
3625,2021-12-04,9.7,0.0
3626,2021-12-05,6.5,0.2
3627,2021-12-06,10.4,2.2
3628,2021-12-07,7.3,0.0
3629,2021-12-08,6.7,3.1
3630,2021-12-09,9.4,0.6
3631,2021-12-10,12.4,0.0
3632,2021-12-11,15.0,0.0
3633,2021-12-12,11.9,0.0
3634,2021-12-13,10.7,0.0
3635,2021-12-14,13.4,0.0
3636,2021-12-15,14.4,0.0
3637,2021-12-16,10.4,0.0
3638,2021-12-17,9.1,0.0
3639,2021-12-18,6.9,0.0
3640,2021-12-19,9.0,0.3
3641,2021-12-20,8.3,0.0
3642,2021-12-21,11.3,1.1
3643,2021-12-22,11.5,1.1
3644,2021-12-23,9.8,1.9
3645,2021-12-24,10.4,0.2
3646,2021-12-25,9.4,8.8
3647,2021-12-26,8.8,11.8
3648,2021-12-27,11.4,0.0
3649,2021-12-28,12.7,0.0
3650,2021-12-29,12.1,0.0
3651,2021-12-30,13.6,0.0
3652,2021-12-31,14.6,0.0
3653,2022-01-01,14.5,0.0
3654,2022-01-02,13.1,0.0
3655,2022-01-03,12.5,0.0
3656,2022-01-04,9.1,3.4
3657,2022-01-05,6.1,3.7
3658,2022-01-06,4.9,0.0
3659,2022-01-07,6.3,0.0
3660,2022-01-08,5.9,0.0
3661,2022-01-09,10.4,0.0
3662,2022-01-10,13.4,0.0
3663,2022-01-11,12.1,0.0
3664,2022-01-12,8.3,0.0
3665,2022-01-13,6.3,0.0
3666,2022-01-14,4.9,0.0
3667,2022-01-15,6.2,0.0
3668,2022-01-16,7.7,0.0
3669,2022-01-17,8.5,0.0
3670,2022-01-18,9.7,0.0
3671,2022-01-19,10.3,0.0
3672,2022-01-20,9.7,0.0
3673,2022-01-21,5.7,0.0
3674,2022-01-22,6.9,0.0
3675,2022-01-23,6.3,0.0
3676,2022-01-24,5.2,0.0
3677,2022-01-25,7.8,0.3
3678,2022-01-26,7.6,0.0
3679,2022-01-27,10.3,0.0
3680,2022-01-28,11.9,0.0
3681,2022-01-29,13.0,0.0
3682,2022-01-30,13.2,0.0
3683,2022-01-31,13.0,0.0
3684,2022-02-01,11.8,0.0
3685,2022-02-02,17.1,0.0
3686,2022-02-03,13.8,0.0
3687,2022-02-04,12.3,0.1
3688,2022-02-05,10.2,0.0
3689,2022-02-06,11.9,0.0
3690,2022-02-07,14.0,0.0
3691,2022-02-08,14.0,0.0
3692,2022-02-09,13.3,0.0
3693,2022-02-10,14.4,0.0
3694,2022-02-11,14.6,0.0
3695,2022-02-12,12.1,0.0
3696,2022-02-13,8.5,0.2
3697,2022-02-14,7.2,0.6
3698,2022-02-15,9.5,0.0
3699,2022-02-16,13.0,0.0
3700,2022-02-17,16.6,0.0
3701,2022-02-18,17.3,0.0
3702,2022-02-19,9.6,1.2
3703,2022-02-20,13.2,0.0
3704,2022-02-21,15.0,0.0
3705,2022-02-22,16.6,0.0
3706,2022-02-23,15.1,0.0
3707,2022-02-24,13.5,0.0
3708,2022-02-25,8.1,0.9
3709,2022-02-26,8.5,5.6
3710,2022-02-27,11.8,0.1
3711,2022-02-28,14.9,0.0
3712,2022-03-01,15.2,0.0
3713,2022-03-02,12.9,0.2
3714,2022-03-03,7.3,10.7
3715,2022-03-04,8.4,3.0
3716,2022-03-05,9.0,0.0
3717,2022-03-06,8.1,0.0
3718,2022-03-07,7.9,7.1
3719,2022-03-08,9.3,1.1
3720,2022-03-09,10.6,0.0
3721,2022-03-10,11.2,0.0
3722,2022-03-11,9.7,13.0
3723,2022-03-12,9.3,3.7
3724,2022-03-13,11.3,7.4
3725,2022-03-14,10.7,14.0
3726,2022-03-15,14.2,3.2
3727,2022-03-16,12.4,0.3
3728,2022-03-17,8.3,1.7
3729,2022-03-18,11.7,0.0
3730,2022-03-19,11.0,0.4
3731,2022-03-20,9.9,1.2
3732,2022-03-21,11.8,26.1
3733,2022-03-22,8.2,21.3
3734,2022-03-23,9.4,3.7
3735,2022-03-24,9.4,8.0
3736,2022-03-25,10.2,7.4
3737,2022-03-26,11.5,1.6
3738,2022-03-27,11.9,0.1
3739,2022-03-28,15.3,0.1
3740,2022-03-29,14.1,6.3
3741,2022-03-30,9.7,9.5
3742,2022-03-31,9.4,1.0
3743,2022-04-01,5.6,0.0
3744,2022-04-02,6.0,0.0
3745,2022-04-03,6.2,0.4
3746,2022-04-04,7.3,0.0
3747,2022-04-05,7.3,0.4
3748,2022-04-06,15.4,0.0
3749,2022-04-07,17.3,0.0
3750,2022-04-08,14.0,0.0
3751,2022-04-09,15.2,1.7
3752,2022-04-10,20.0,0.4
3753,2022-04-11,17.4,1.4
3754,2022-04-12,13.6,2.7
3755,2022-04-13,16.2,0.0
3756,2022-04-14,19.0,0.0
3757,2022-04-15,23.8,0.0
3758,2022-04-16,25.0,0.0
3759,2022-04-17,25.1,0.0
3760,2022-04-18,24.4,0.0
3761,2022-04-19,15.0,6.6
3762,2022-04-20,5.7,4.7
3763,2022-04-21,13.0,0.0
3764,2022-04-22,6.5,21.5
3765,2022-04-23,7.2,3.0
3766,2022-04-24,16.1,0.0
3767,2022-04-25,19.0,0.0
3768,2022-04-26,20.2,0.9
3769,2022-04-27,16.7,4.4
3770,2022-04-28,14.2,2.8
3771,2022-04-29,22.2,0.0
3772,2022-04-30,23.2,0.0
3773,2022-05-01,23.5,0.0
3774,2022-05-02,18.0,5.8
3775,2022-05-03,12.3,1.6
3776,2022-05-04,17.9,0.0
3777,2022-05-05,22.4,0.0
3778,2022-05-06,22.8,0.0
3779,2022-05-07,23.8,0.0
3780,2022-05-08,26.0,0.0
3781,2022-05-09,28.4,0.0
3782,2022-05-10,28.8,0.0
3783,2022-05-11,29.7,0.0
3784,2022-05-12,25.4,0.0
3785,2022-05-13,28.9,0.0
3786,2022-05-14,27.6,0.1
3787,2022-05-15,21.5,0.0
3788,2022-05-16,25.0,0.0
3789,2022-05-17,28.3,0.0
3790,2022-05-18,31.0,0.0
3791,2022-05-19,32.4,0.7
3792,2022-05-20,31.7,0.4
3793,2022-05-21,32.9,0.2
3794,2022-05-22,24.6,0.0
3795,2022-05-23,26.4,0.0
3796,2022-05-24,20.0,0.0
3797,2022-05-25,20.3,0.0
3798,2022-05-26,26.1,0.0
3799,2022-05-27,30.5,0.0
3800,2022-05-28,31.4,0.1
3801,2022-05-29,29.4,0.0
3802,2022-05-30,20.2,0.0
3803,2022-05-31,27.9,0.0
3804,2022-06-01,27.8,0.0
3805,2022-06-02,26.4,0.0
3806,2022-06-03,25.0,0.0
3807,2022-06-04,25.0,0.0
3808,2022-06-05,28.0,0.0
3809,2022-06-06,27.7,0.0
3810,2022-06-07,31.5,0.0
